CBSA Code,CBSA,Year,Quarter,Properties,Units,Occupancy,Annual Rent Growth, Units ,Annual Inventory Growth,Construction vs. Inventory
33460,"Minneapolis, MN",2008,3Q2008,149,"17,712",93.5%,2.2%,"  17,712 ",,2.4%
33460,"Minneapolis, MN",2008,4Q2008,150,"17,753",92.9%,1.8%,"  17,753 ",,3.4%
33460,"Minneapolis, MN",2009,1Q2009,150,"17,889",92.1%,1.9%,"  17,889 ",,3.7%
33460,"Minneapolis, MN",2009,2Q2009,152,"18,082",91.7%,2.1%,"  18,082 ",,3.4%
33460,"Minneapolis, MN",2009,3Q2009,152,"18,072",92.6%,1.9%,"  18,072 ",,4.5%
33460,"Minneapolis, MN",2009,4Q2009,155,"18,352",91.7%,2.0%,"  18,352 ",,3.9%
33460,"Minneapolis, MN",2010,1Q2010,157,"18,544",91.8%,1.8%,"  18,544 ",,3.8%
33460,"Minneapolis, MN",2010,2Q2010,159,"18,738",91.4%,1.1%,"  18,738 ",,4.6%
33460,"Minneapolis, MN",2010,3Q2010,160,"18,896",91.7%,1.0%,"  18,896 ",,7.8%
33460,"Minneapolis, MN",2010,4Q2010,161,"19,054",91.4%,0.5%,"  19,054 ",,7.2%
33460,"Minneapolis, MN",2011,1Q2011,163,"19,267",91.2%,0.5%,"  19,267 ",,6.0%
33460,"Minneapolis, MN",2011,2Q2011,165,"19,473",91.0%,1.2%,"  19,473 ",,6.1%
33460,"Minneapolis, MN",2011,3Q2011,170,"19,886",90.0%,1.4%,"  19,886 ",,6.0%
33460,"Minneapolis, MN",2011,4Q2011,173,"20,378",89.6%,2.1%,"  20,378 ",,6.4%
33460,"Minneapolis, MN",2012,1Q2012,174,"20,429",91.1%,1.9%,"  20,429 ",,6.8%
33460,"Minneapolis, MN",2012,2Q2012,176,"20,624",91.4%,2.3%,"  20,624 ",,7.6%
33460,"Minneapolis, MN",2012,3Q2012,179,"20,862",91.1%,2.4%,"  20,862 ",,7.9%
33460,"Minneapolis, MN",2012,4Q2012,183,"21,351",90.2%,2.2%,"  21,351 ",,6.7%
33460,"Minneapolis, MN",2013,1Q2013,186,"21,780",90.4%,2.2%,"  21,780 ",,5.3%
33460,"Minneapolis, MN",2013,2Q2013,186,"21,817",91.0%,2.3%,"  21,817 ",,6.1%
33460,"Minneapolis, MN",2013,3Q2013,188,"21,987",91.2%,2.2%,"  21,987 ",,6.9%
33460,"Minneapolis, MN",2013,4Q2013,192,"22,458",91.6%,2.0%,"  22,458 ",,6.3%
33460,"Minneapolis, MN",2014,1Q2014,193,"22,700",91.4%,2.4%,"  22,700 ",,5.9%
33460,"Minneapolis, MN",2014,2Q2014,196,"22,998",92.0%,3.1%,"  22,998 ",,6.1%
33460,"Minneapolis, MN",2014,3Q2014,196,"22,998",92.7%,2.9%,"  22,998 ",,7.9%
33460,"Minneapolis, MN",2014,4Q2014,201,"23,259",92.9%,2.7%,"  23,259 ",,9.1%
33460,"Minneapolis, MN",2015,1Q2015,203,"23,468",92.7%,2.9%,"  23,468 ",,9.1%
33460,"Minneapolis, MN",2015,2Q2015,207,"23,905",92.1%,2.2%,"  23,905 ",,10.4%
33460,"Minneapolis, MN",2015,3Q2015,212,"24,634",91.2%,2.5%,"  24,634 ",,8.0%
33460,"Minneapolis, MN",2015,4Q2015,214,"24,785",91.2%,3.5%,"  24,785 ",,8.7%
33460,"Minneapolis, MN",2016,1Q2016,216,"24,960",91.2%,3.4%,"  24,960 ",,8.1%
33460,"Minneapolis, MN",2016,2Q2016,218,"25,309",90.4%,3.3%,"  25,309 ",,7.0%
33460,"Minneapolis, MN",2016,3Q2016,220,"25,740",89.9%,3.1%,"  25,740 ",,7.8%
33460,"Minneapolis, MN",2016,4Q2016,227,"26,646",88.3%,2.3%,"  26,646 ",,6.9%
33460,"Minneapolis, MN",2017,1Q2017,227,"26,700",89.3%,3.6%,"  26,700 ",,6.7%
33460,"Minneapolis, MN",2017,2Q2017,228,"26,816",90.1%,3.7%,"  26,816 ",,7.2%
33460,"Minneapolis, MN",2017,3Q2017,230,"27,139",90.6%,3.7%,"  27,139 ",,7.7%
33460,"Minneapolis, MN",2017,4Q2017,236,"27,581",90.4%,3.8%,"  27,581 ",,8.0%
33460,"Minneapolis, MN",2018,1Q2018,242,"28,250",89.5%,2.3%,"  28,250 ",,6.2%
33460,"Minneapolis, MN",2018,2Q2018,243,"28,352",89.8%,2.1%,"  28,352 ",,7.8%
33460,"Minneapolis, MN",2018,3Q2018,245,"28,535",90.1%,2.0%,"  28,535 ",,7.5%
33460,"Minneapolis, MN",2018,4Q2018,250,"28,996",90.1%,2.0%,"  28,996 ",,6.4%
33460,"Minneapolis, MN",2019,1Q2019,251,"29,087",90.4%,2.4%,"  29,087 ",,7.5%
33460,"Minneapolis, MN",2019,2Q2019,256,"29,515",90.0%,2.4%,"  29,515 ",,6.4%
33460,"Minneapolis, MN",2019,3Q2019,257,"29,546",91.3%,3.1%,"  29,546 ",,6.7%
35620,"New York, NY",2005,4Q2005,264,"33,535",91.3%,,"  33,535 ",,4.5%
35620,"New York, NY",2006,1Q2006,267,"33,856",91.1%,,"  33,856 ",,3.9%
35620,"New York, NY",2006,2Q2006,266,"33,823",92.1%,,"  33,823 ",,3.9%
35620,"New York, NY",2006,3Q2006,266,"34,073",92.1%,,"  34,073 ",,3.9%
35620,"New York, NY",2006,4Q2006,267,"34,338",92.5%,4.8%,"  34,338 ",,3.3%
35620,"New York, NY",2007,1Q2007,268,"34,857",91.8%,4.1%,"  34,857 ",,1.6%
35620,"New York, NY",2007,2Q2007,270,"35,126",91.4%,4.2%,"  35,126 ",,2.2%
35620,"New York, NY",2007,3Q2007,270,"35,258",91.2%,3.6%,"  35,258 ",,1.8%
35620,"New York, NY",2007,4Q2007,271,"35,308",91.3%,3.2%,"  35,308 ",,2.2%
35620,"New York, NY",2008,1Q2008,270,"35,348",91.3%,3.5%,"  35,348 ",,1.8%
35620,"New York, NY",2008,2Q2008,270,"35,351",91.8%,3.8%,"  35,351 ",,1.8%
35620,"New York, NY",2008,3Q2008,270,"35,321",91.6%,3.7%,"  35,321 ",,2.2%
35620,"New York, NY",2008,4Q2008,270,"35,321",91.2%,3.0%,"  35,321 ",,1.9%
35620,"New York, NY",2009,1Q2009,270,"35,392",90.5%,3.4%,"  35,392 ",,2.0%
35620,"New York, NY",2009,2Q2009,270,"35,428",91.1%,2.6%,"  35,428 ",,2.0%
35620,"New York, NY",2009,3Q2009,269,"35,352",92.1%,2.8%,"  35,352 ",,2.0%
35620,"New York, NY",2009,4Q2009,269,"35,354",92.2%,3.7%,"  35,354 ",,2.3%
35620,"New York, NY",2010,1Q2010,269,"35,362",91.8%,2.6%,"  35,362 ",,2.4%
35620,"New York, NY",2010,2Q2010,269,"35,460",91.5%,2.7%,"  35,460 ",,1.9%
35620,"New York, NY",2010,3Q2010,269,"35,624",91.5%,2.6%,"  35,624 ",,1.4%
35620,"New York, NY",2010,4Q2010,269,"35,727",91.6%,1.4%,"  35,727 ",,1.1%
35620,"New York, NY",2011,1Q2011,271,"35,962",91.3%,2.7%,"  35,962 ",,0.7%
35620,"New York, NY",2011,2Q2011,271,"35,963",91.5%,2.3%,"  35,963 ",,1.5%
35620,"New York, NY",2011,3Q2011,272,"36,050",91.4%,2.1%,"  36,050 ",,1.2%
35620,"New York, NY",2011,4Q2011,272,"36,050",91.9%,1.8%,"  36,050 ",,1.6%
35620,"New York, NY",2012,1Q2012,273,"36,133",91.7%,1.1%,"  36,133 ",,1.4%
35620,"New York, NY",2012,2Q2012,273,"36,142",91.9%,1.8%,"  36,142 ",,1.4%
35620,"New York, NY",2012,3Q2012,274,"36,268",91.9%,1.4%,"  36,268 ",,1.0%
35620,"New York, NY",2012,4Q2012,275,"36,415",91.8%,1.5%,"  36,415 ",,1.0%
35620,"New York, NY",2013,1Q2013,275,"36,479",91.7%,2.0%,"  36,479 ",,1.9%
35620,"New York, NY",2013,2Q2013,275,"36,464",92.0%,1.8%,"  36,464 ",,2.2%
35620,"New York, NY",2013,3Q2013,276,"36,544",91.7%,2.5%,"  36,544 ",,2.3%
35620,"New York, NY",2013,4Q2013,277,"36,638",92.2%,2.4%,"  36,638 ",,2.5%
35620,"New York, NY",2014,1Q2014,276,"36,603",92.0%,2.8%,"  36,603 ",,3.2%
35620,"New York, NY",2014,2Q2014,276,"36,618",91.9%,3.1%,"  36,618 ",,4.3%
35620,"New York, NY",2014,3Q2014,277,"36,740",91.7%,2.5%,"  36,740 ",,4.3%
35620,"New York, NY",2014,4Q2014,277,"36,708",92.1%,2.5%,"  36,708 ",,5.2%
35620,"New York, NY",2015,1Q2015,278,"36,849",91.4%,2.2%,"  36,849 ",,4.8%
35620,"New York, NY",2015,2Q2015,282,"37,292",90.2%,2.2%,"  37,292 ",,3.7%
35620,"New York, NY",2015,3Q2015,282,"37,336",90.5%,2.7%,"  37,336 ",,3.8%
35620,"New York, NY",2015,4Q2015,286,"37,728",90.3%,3.0%,"  37,728 ",,3.0%
35620,"New York, NY",2016,1Q2016,286,"37,752",90.6%,3.2%,"  37,752 ",,3.8%
35620,"New York, NY",2016,2Q2016,286,"37,817",91.0%,2.9%,"  37,817 ",,4.0%
35620,"New York, NY",2016,3Q2016,288,"38,243",91.2%,3.2%,"  38,243 ",,3.6%
35620,"New York, NY",2016,4Q2016,290,"38,472",91.9%,2.9%,"  38,472 ",,3.6%
35620,"New York, NY",2017,1Q2017,291,"38,559",91.5%,2.4%,"  38,559 ",,4.0%
35620,"New York, NY",2017,2Q2017,293,"38,755",91.5%,2.6%,"  38,755 ",,5.9%
35620,"New York, NY",2017,3Q2017,292,"38,665",91.6%,3.3%,"  38,665 ",,7.5%
35620,"New York, NY",2017,4Q2017,294,"38,947",91.2%,3.4%,"  38,947 ",,7.9%
35620,"New York, NY",2018,1Q2018,297,"39,294",90.6%,3.2%,"  39,294 ",,7.7%
35620,"New York, NY",2018,2Q2018,298,"39,448",90.6%,3.8%,"  39,448 ",,8.7%
35620,"New York, NY",2018,3Q2018,301,"39,836",91.0%,2.9%,"  39,836 ",,7.9%
35620,"New York, NY",2018,4Q2018,302,"40,193",91.1%,2.9%,"  40,193 ",,8.7%
35620,"New York, NY",2019,1Q2019,304,"40,383",91.1%,2.8%,"  40,383 ",,9.8%
35620,"New York, NY",2019,2Q2019,307,"40,888",90.8%,2.1%,"  40,888 ",,9.2%
35620,"New York, NY",2019,3Q2019,308,"41,077",91.0%,2.0%,"  41,077 ",,8.7%
36740,"Orlando, FL",2005,4Q2005,63,"8,561",89.3%,,"  8,561 ",,0.0%
36740,"Orlando, FL",2006,1Q2006,63,"8,561",89.7%,,"  8,561 ",,0.0%
36740,"Orlando, FL",2006,2Q2006,63,"8,562",89.8%,,"  8,562 ",,0.0%
36740,"Orlando, FL",2006,3Q2006,63,"8,562",89.9%,,"  8,562 ",,0.0%
36740,"Orlando, FL",2006,4Q2006,63,"8,562",89.8%,2.4%,"  8,562 ",,0.0%
36740,"Orlando, FL",2007,1Q2007,63,"8,558",89.7%,1.2%,"  8,558 ",,0.9%
36740,"Orlando, FL",2007,2Q2007,63,"8,571",89.4%,2.5%,"  8,571 ",,0.9%
36740,"Orlando, FL",2007,3Q2007,63,"8,567",89.3%,2.9%,"  8,567 ",,0.9%
36740,"Orlando, FL",2007,4Q2007,63,"8,563",89.3%,2.1%,"  8,563 ",,1.3%
36740,"Orlando, FL",2008,1Q2008,63,"8,563",90.0%,3.2%,"  8,563 ",,3.3%
36740,"Orlando, FL",2008,2Q2008,63,"8,563",89.4%,1.6%,"  8,563 ",,3.3%
36740,"Orlando, FL",2008,3Q2008,63,"8,640",89.0%,0.8%,"  8,640 ",,2.4%
36740,"Orlando, FL",2008,4Q2008,63,"8,640",89.5%,2.4%,"  8,640 ",,2.4%
36740,"Orlando, FL",2009,1Q2009,64,"8,674",88.7%,2.3%,"  8,674 ",,2.5%
36740,"Orlando, FL",2009,2Q2009,64,"8,675",87.9%,2.7%,"  8,675 ",,2.5%
36740,"Orlando, FL",2009,3Q2009,65,"8,851",86.5%,2.6%,"  8,851 ",,0.5%
36740,"Orlando, FL",2009,4Q2009,65,"8,849",87.1%,1.8%,"  8,849 ",,0.5%
36740,"Orlando, FL",2010,1Q2010,65,"8,849",87.9%,2.4%,"  8,849 ",,1.5%
36740,"Orlando, FL",2010,2Q2010,65,"8,849",88.1%,3.3%,"  8,849 ",,1.5%
36740,"Orlando, FL",2010,3Q2010,65,"8,848",88.1%,2.8%,"  8,848 ",,1.5%
36740,"Orlando, FL",2010,4Q2010,64,"8,832",87.7%,2.2%,"  8,832 ",,1.0%
36740,"Orlando, FL",2011,1Q2011,65,"8,920",87.5%,2.7%,"  8,920 ",,0.6%
36740,"Orlando, FL",2011,2Q2011,65,"8,921",88.4%,2.1%,"  8,921 ",,0.6%
36740,"Orlando, FL",2011,3Q2011,66,"8,976",88.3%,3.0%,"  8,976 ",,1.5%
36740,"Orlando, FL",2011,4Q2011,66,"8,976",87.9%,4.2%,"  8,976 ",,1.6%
36740,"Orlando, FL",2012,1Q2012,66,"8,976",88.2%,4.2%,"  8,976 ",,3.9%
36740,"Orlando, FL",2012,2Q2012,66,"8,989",88.9%,5.0%,"  8,989 ",,4.3%
36740,"Orlando, FL",2012,3Q2012,67,"9,116",89.5%,4.6%,"  9,116 ",,2.8%
36740,"Orlando, FL",2012,4Q2012,67,"9,125",90.5%,4.0%,"  9,125 ",,2.7%
36740,"Orlando, FL",2013,1Q2013,69,"9,215",90.0%,2.9%,"  9,215 ",,4.5%
36740,"Orlando, FL",2013,2Q2013,69,"9,328",88.5%,2.1%,"  9,328 ",,3.9%
36740,"Orlando, FL",2013,3Q2013,69,"9,329",90.9%,-2.6%,"  9,329 ",,6.5%
36740,"Orlando, FL",2013,4Q2013,69,"9,329",91.0%,-3.0%,"  9,329 ",,6.5%
36740,"Orlando, FL",2014,1Q2014,69,"9,352",90.9%,-3.3%,"  9,352 ",,6.2%
36740,"Orlando, FL",2014,2Q2014,70,"9,410",91.0%,-3.4%,"  9,410 ",,5.6%
36740,"Orlando, FL",2014,3Q2014,72,"9,674",89.4%,1.6%,"  9,674 ",,3.5%
36740,"Orlando, FL",2014,4Q2014,72,"9,673",90.6%,1.9%,"  9,673 ",,4.4%
36740,"Orlando, FL",2015,1Q2015,73,"9,760",89.0%,2.7%,"  9,760 ",,6.1%
36740,"Orlando, FL",2015,2Q2015,73,"9,792",89.4%,3.0%,"  9,792 ",,9.2%
36740,"Orlando, FL",2015,3Q2015,73,"9,788",89.6%,2.7%,"  9,788 ",,9.1%
36740,"Orlando, FL",2015,4Q2015,75,"10,006",89.0%,2.1%,"  10,006 ",,6.9%
36740,"Orlando, FL",2016,1Q2016,75,"10,016",90.1%,1.6%,"  10,016 ",,9.6%
36740,"Orlando, FL",2016,2Q2016,77,"10,291",87.7%,1.6%,"  10,291 ",,6.7%
36740,"Orlando, FL",2016,3Q2016,78,"10,423",88.3%,1.7%,"  10,423 ",,6.6%
36740,"Orlando, FL",2016,4Q2016,78,"10,421",88.4%,2.0%,"  10,421 ",,11.6%
36740,"Orlando, FL",2017,1Q2017,78,"10,524",87.7%,1.2%,"  10,524 ",,10.3%
36740,"Orlando, FL",2017,2Q2017,78,"10,547",87.5%,1.0%,"  10,547 ",,12.7%
36740,"Orlando, FL",2017,3Q2017,79,"10,644",87.3%,0.9%,"  10,644 ",,11.2%
36740,"Orlando, FL",2017,4Q2017,79,"10,757",87.2%,1.1%,"  10,757 ",,10.1%
36740,"Orlando, FL",2018,1Q2018,80,"10,976",85.8%,2.0%,"  10,976 ",,8.2%
36740,"Orlando, FL",2018,2Q2018,81,"11,117",85.4%,2.2%,"  11,117 ",,6.5%
36740,"Orlando, FL",2018,3Q2018,82,"11,276",84.6%,1.5%,"  11,276 ",,6.9%
36740,"Orlando, FL",2018,4Q2018,84,"11,519",84.1%,1.8%,"  11,519 ",,4.5%
36740,"Orlando, FL",2019,1Q2019,84,"11,546",84.5%,0.4%,"  11,546 ",,4.5%
36740,"Orlando, FL",2019,2Q2019,84,"11,531",85.1%,0.0%,"  11,531 ",,6.7%
36740,"Orlando, FL",2019,3Q2019,85,"11,635",84.8%,1.0%,"  11,635 ",,5.6%
37980,"Philadelphia, PA",2005,4Q2005,179,"31,742",93.9%,,"  31,742 ",,7.3%
37980,"Philadelphia, PA",2006,1Q2006,181,"32,731",92.6%,,"  32,731 ",,5.3%
37980,"Philadelphia, PA",2006,2Q2006,182,"32,896",92.9%,,"  32,896 ",,5.4%
37980,"Philadelphia, PA",2006,3Q2006,183,"33,059",92.7%,,"  33,059 ",,5.4%
37980,"Philadelphia, PA",2006,4Q2006,182,"33,070",92.5%,3.2%,"  33,070 ",,5.6%
37980,"Philadelphia, PA",2007,1Q2007,183,"33,423",93.2%,4.0%,"  33,423 ",,5.9%
37980,"Philadelphia, PA",2007,2Q2007,185,"34,017",92.1%,4.4%,"  34,017 ",,4.5%
37980,"Philadelphia, PA",2007,3Q2007,185,"34,125",92.4%,4.2%,"  34,125 ",,4.1%
37980,"Philadelphia, PA",2007,4Q2007,186,"34,267",91.8%,3.4%,"  34,267 ",,3.5%
37980,"Philadelphia, PA",2008,1Q2008,187,"34,798",90.6%,2.8%,"  34,798 ",,2.1%
37980,"Philadelphia, PA",2008,2Q2008,187,"34,971",91.1%,3.0%,"  34,971 ",,1.9%
37980,"Philadelphia, PA",2008,3Q2008,188,"35,160",90.3%,2.8%,"  35,160 ",,1.5%
37980,"Philadelphia, PA",2008,4Q2008,187,"35,118",90.4%,2.6%,"  35,118 ",,1.7%
37980,"Philadelphia, PA",2009,1Q2009,188,"35,189",89.9%,3.1%,"  35,189 ",,1.5%
37980,"Philadelphia, PA",2009,2Q2009,188,"35,432",88.9%,2.9%,"  35,432 ",,0.7%
37980,"Philadelphia, PA",2009,3Q2009,188,"35,541",89.2%,3.5%,"  35,541 ",,0.4%
37980,"Philadelphia, PA",2009,4Q2009,189,"35,643",89.0%,3.7%,"  35,643 ",,0.2%
37980,"Philadelphia, PA",2010,1Q2010,189,"35,645",88.7%,3.0%,"  35,645 ",,0.8%
37980,"Philadelphia, PA",2010,2Q2010,189,"35,625",89.3%,3.0%,"  35,625 ",,1.1%
37980,"Philadelphia, PA",2010,3Q2010,189,"35,641",89.6%,2.7%,"  35,641 ",,1.4%
37980,"Philadelphia, PA",2010,4Q2010,189,"35,700",89.3%,2.1%,"  35,700 ",,1.2%
37980,"Philadelphia, PA",2011,1Q2011,189,"35,698",89.1%,1.6%,"  35,698 ",,1.7%
37980,"Philadelphia, PA",2011,2Q2011,190,"35,723",89.0%,1.5%,"  35,723 ",,1.8%
37980,"Philadelphia, PA",2011,3Q2011,191,"35,893",89.1%,1.4%,"  35,893 ",,1.3%
37980,"Philadelphia, PA",2011,4Q2011,190,"36,050",89.2%,1.1%,"  36,050 ",,1.1%
37980,"Philadelphia, PA",2012,1Q2012,192,"36,249",89.2%,1.8%,"  36,249 ",,1.1%
37980,"Philadelphia, PA",2012,2Q2012,192,"36,304",89.2%,2.3%,"  36,304 ",,1.3%
37980,"Philadelphia, PA",2012,3Q2012,191,"36,303",89.4%,2.5%,"  36,303 ",,1.5%
37980,"Philadelphia, PA",2012,4Q2012,191,"36,321",89.9%,2.5%,"  36,321 ",,1.4%
37980,"Philadelphia, PA",2013,1Q2013,192,"36,400",89.5%,2.5%,"  36,400 ",,1.7%
37980,"Philadelphia, PA",2013,2Q2013,192,"36,400",89.2%,2.3%,"  36,400 ",,2.0%
37980,"Philadelphia, PA",2013,3Q2013,192,"36,280",89.5%,2.4%,"  36,280 ",,2.8%
37980,"Philadelphia, PA",2013,4Q2013,193,"36,409",89.6%,2.5%,"  36,409 ",,2.3%
37980,"Philadelphia, PA",2014,1Q2014,193,"36,379",89.8%,2.4%,"  36,379 ",,2.5%
37980,"Philadelphia, PA",2014,2Q2014,195,"36,763",89.1%,2.8%,"  36,763 ",,1.7%
37980,"Philadelphia, PA",2014,3Q2014,195,"36,742",89.8%,2.7%,"  36,742 ",,1.8%
37980,"Philadelphia, PA",2014,4Q2014,196,"36,803",90.0%,2.7%,"  36,803 ",,1.8%
37980,"Philadelphia, PA",2015,1Q2015,197,"36,826",89.9%,2.7%,"  36,826 ",,1.6%
37980,"Philadelphia, PA",2015,2Q2015,200,"37,114",89.1%,2.5%,"  37,114 ",,1.4%
37980,"Philadelphia, PA",2015,3Q2015,201,"37,156",89.4%,2.2%,"  37,156 ",,1.6%
37980,"Philadelphia, PA",2015,4Q2015,201,"37,085",90.1%,2.1%,"  37,085 ",,2.1%
37980,"Philadelphia, PA",2016,1Q2016,202,"37,179",90.4%,5.3%,"  37,179 ",,2.5%
37980,"Philadelphia, PA",2016,2Q2016,203,"37,315",90.0%,6.0%,"  37,315 ",,2.7%
37980,"Philadelphia, PA",2016,3Q2016,203,"37,525",90.0%,6.1%,"  37,525 ",,2.7%
37980,"Philadelphia, PA",2016,4Q2016,204,"37,562",90.1%,5.8%,"  37,562 ",,2.9%
37980,"Philadelphia, PA",2017,1Q2017,204,"37,636",89.9%,3.0%,"  37,636 ",,3.0%
37980,"Philadelphia, PA",2017,2Q2017,204,"37,641",90.4%,2.6%,"  37,641 ",,4.2%
37980,"Philadelphia, PA",2017,3Q2017,204,"37,979",89.7%,2.6%,"  37,979 ",,3.7%
37980,"Philadelphia, PA",2017,4Q2017,204,"38,189",89.8%,2.7%,"  38,189 ",,4.3%
37980,"Philadelphia, PA",2018,1Q2018,204,"38,422",90.2%,2.9%,"  38,422 ",,4.3%
37980,"Philadelphia, PA",2018,2Q2018,204,"38,381",90.6%,2.9%,"  38,381 ",,4.8%
37980,"Philadelphia, PA",2018,3Q2018,204,"38,563",90.6%,3.2%,"  38,563 ",,4.7%
37980,"Philadelphia, PA",2018,4Q2018,205,"38,679",90.6%,2.9%,"  38,679 ",,5.0%
37980,"Philadelphia, PA",2019,1Q2019,207,"38,810",90.7%,2.7%,"  38,810 ",,5.3%
37980,"Philadelphia, PA",2019,2Q2019,208,"38,897",90.6%,2.5%,"  38,897 ",,5.5%
37980,"Philadelphia, PA",2019,3Q2019,208,"39,084",90.9%,2.2%,"  39,084 ",,5.2%
38060,"Phoenix, AZ",2005,4Q2005,119,"18,450",92.0%,,"  18,450 ",,3.8%
38060,"Phoenix, AZ",2006,1Q2006,121,"18,735",92.0%,,"  18,735 ",,3.4%
38060,"Phoenix, AZ",2006,2Q2006,121,"18,734",92.1%,,"  18,734 ",,3.4%
38060,"Phoenix, AZ",2006,3Q2006,121,"18,818",91.4%,,"  18,818 ",,3.2%
38060,"Phoenix, AZ",2006,4Q2006,121,"18,820",92.4%,4.0%,"  18,820 ",,4.5%
38060,"Phoenix, AZ",2007,1Q2007,123,"19,213",90.3%,4.2%,"  19,213 ",,5.7%
38060,"Phoenix, AZ",2007,2Q2007,124,"19,294",89.8%,4.8%,"  19,294 ",,5.2%
38060,"Phoenix, AZ",2007,3Q2007,124,"19,338",89.9%,4.7%,"  19,338 ",,5.3%
38060,"Phoenix, AZ",2007,4Q2007,124,"19,414",89.6%,5.4%,"  19,414 ",,6.3%
38060,"Phoenix, AZ",2008,1Q2008,123,"19,337",89.9%,4.0%,"  19,337 ",,8.0%
38060,"Phoenix, AZ",2008,2Q2008,125,"19,634",87.7%,2.2%,"  19,634 ",,7.2%
38060,"Phoenix, AZ",2008,3Q2008,127,"19,866",86.6%,2.3%,"  19,866 ",,6.0%
38060,"Phoenix, AZ",2008,4Q2008,127,"19,874",86.7%,2.0%,"  19,874 ",,5.9%
38060,"Phoenix, AZ",2009,1Q2009,128,"20,074",85.1%,1.3%,"  20,074 ",,4.9%
38060,"Phoenix, AZ",2009,2Q2009,129,"20,114",85.4%,1.6%,"  20,114 ",,4.7%
38060,"Phoenix, AZ",2009,3Q2009,129,"20,114",86.0%,1.7%,"  20,114 ",,4.7%
38060,"Phoenix, AZ",2009,4Q2009,128,"20,062",86.4%,2.0%,"  20,062 ",,5.6%
38060,"Phoenix, AZ",2010,1Q2010,130,"20,613",84.9%,2.8%,"  20,613 ",,2.8%
38060,"Phoenix, AZ",2010,2Q2010,130,"20,631",84.9%,2.7%,"  20,631 ",,2.7%
38060,"Phoenix, AZ",2010,3Q2010,131,"20,917",84.2%,2.2%,"  20,917 ",,1.7%
38060,"Phoenix, AZ",2010,4Q2010,131,"20,956",84.5%,2.2%,"  20,956 ",,2.5%
38060,"Phoenix, AZ",2011,1Q2011,131,"21,179",84.8%,1.5%,"  21,179 ",,3.0%
38060,"Phoenix, AZ",2011,2Q2011,131,"21,203",84.7%,1.6%,"  21,203 ",,2.8%
38060,"Phoenix, AZ",2011,3Q2011,132,"21,272",85.2%,2.2%,"  21,272 ",,2.7%
38060,"Phoenix, AZ",2011,4Q2011,132,"21,270",85.6%,2.0%,"  21,270 ",,3.8%
38060,"Phoenix, AZ",2012,1Q2012,135,"21,507",85.3%,1.8%,"  21,507 ",,2.7%
38060,"Phoenix, AZ",2012,2Q2012,136,"21,830",83.5%,2.2%,"  21,830 ",,2.8%
38060,"Phoenix, AZ",2012,3Q2012,137,"21,862",84.0%,1.7%,"  21,862 ",,2.6%
38060,"Phoenix, AZ",2012,4Q2012,139,"22,004",83.4%,1.2%,"  22,004 ",,2.0%
38060,"Phoenix, AZ",2013,1Q2013,139,"21,960",84.5%,1.7%,"  21,960 ",,3.2%
38060,"Phoenix, AZ",2013,2Q2013,139,"21,991",83.7%,-0.5%,"  21,991 ",,4.0%
38060,"Phoenix, AZ",2013,3Q2013,140,"22,005",84.4%,-0.3%,"  22,005 ",,4.9%
38060,"Phoenix, AZ",2013,4Q2013,140,"22,209",85.4%,-0.1%,"  22,209 ",,3.9%
38060,"Phoenix, AZ",2014,1Q2014,142,"22,358",84.9%,0.5%,"  22,358 ",,4.1%
38060,"Phoenix, AZ",2014,2Q2014,143,"22,433",85.2%,2.0%,"  22,433 ",,4.4%
38060,"Phoenix, AZ",2014,3Q2014,147,"22,763",85.2%,2.5%,"  22,763 ",,2.8%
38060,"Phoenix, AZ",2014,4Q2014,147,"22,768",86.2%,2.7%,"  22,768 ",,3.3%
38060,"Phoenix, AZ",2015,1Q2015,147,"22,689",87.3%,3.5%,"  22,689 ",,4.8%
38060,"Phoenix, AZ",2015,2Q2015,150,"23,040",87.0%,3.6%,"  23,040 ",,5.0%
38060,"Phoenix, AZ",2015,3Q2015,151,"23,200",87.1%,3.4%,"  23,200 ",,6.1%
38060,"Phoenix, AZ",2015,4Q2015,151,"23,074",88.1%,3.5%,"  23,074 ",,6.9%
38060,"Phoenix, AZ",2016,1Q2016,151,"23,326",87.8%,3.0%,"  23,326 ",,7.1%
38060,"Phoenix, AZ",2016,2Q2016,152,"23,383",87.1%,3.3%,"  23,383 ",,7.0%
38060,"Phoenix, AZ",2016,3Q2016,153,"23,554",87.7%,5.0%,"  23,554 ",,9.1%
38060,"Phoenix, AZ",2016,4Q2016,154,"23,601",88.3%,4.7%,"  23,601 ",,9.8%
38060,"Phoenix, AZ",2017,1Q2017,155,"23,736",89.1%,5.3%,"  23,736 ",,13.0%
38060,"Phoenix, AZ",2017,2Q2017,158,"24,070",88.1%,5.2%,"  24,070 ",,13.9%
38060,"Phoenix, AZ",2017,3Q2017,162,"24,524",87.2%,3.6%,"  24,524 ",,13.8%
38060,"Phoenix, AZ",2017,4Q2017,165,"24,857",86.4%,3.5%,"  24,857 ",,14.2%
38060,"Phoenix, AZ",2018,1Q2018,165,"24,887",86.9%,2.9%,"  24,887 ",,15.9%
38060,"Phoenix, AZ",2018,2Q2018,165,"25,019",87.3%,2.7%,"  25,019 ",,16.1%
38060,"Phoenix, AZ",2018,3Q2018,172,"26,177",84.3%,3.3%,"  26,177 ",,10.9%
